arquivo;condicao;n_janelas;tamanho_janela_s;baseline_HbO;baseline_HbR;janela_1_HbO;janela_1_HbR;janela_2_HbO;janela_2_HbR;media_janelas_HbO;media_janelas_HbR
dp366_pos_post_hrf_canais.csv;B;2;27.45;0.9692107284362623;0.3457204617973829;0.2874621369542587;0.057410023665674104;1.1851193604741308;0.43616487636079376;0.7362907487141948;0.24678745001323393
dp366_pos_post_hrf_canais.csv;D;2;27.45;0.757064801729561;0.2579636507012959;-0.09589787538121831;0.02374537745143523;0.578459404359864;0.22078321345898605;0.24128076448932284;0.12226429545521064
dp366_pos_post_hrf_canais.csv;F;2;27.45;0.6249832763589496;0.19810651080014557;0.1745680121661706;0.02266662901644146;1.653304294253112;0.4934777783163192;0.9139361532096413;0.25807220366638034
dp366_pos_post_hrf_canais.csv;I;2;27.45;0.9063146922963142;0.23638478173366897;0.25296145548546384;-0.051479783527727536;1.13997314828116;0.27320698586238096;0.6964673018833119;0.11086360116732671
dp366_pos_post_hrf_canais.csv;P;2;27.45;-0.012702619945819964;-0.04904581582033911;0.3365893631066858;-0.023721694482874124;1.7195520378283646;0.46141805341009023;1.0280707004675251;0.21884817946360804
dp366_pos_post_hrf_canais.csv;S;2;27.45;0.6723793017360923;0.17466003555852494;0.2869492670107764;0.009769730604262611;1.6395129657177872;0.40410919899747805;0.9632311163642817;0.20693946480087033
