Condicao;Tempo_s;Ch1_HbO;Ch1_HbR;Ch2_HbO;Ch2_HbR;Ch3_HbO;Ch3_HbR;Ch4_HbO;Ch4_HbR;Ch5_HbO;Ch5_HbR;Ch6_HbO;Ch6_HbR;Ch8_HbO;Ch8_HbR
C;35.6;0.18786578684856892;0.031114164421232715;0.5705766475859217;0.20986849698825516;-0.42854362018785075;-0.08967596600987493;0.029915182467135537;-0.06078201576002762;-0.09140037080283392;-0.10324056213163679;-0.11737436132353629;0.025379804627562397;-0.4911485158738351;-0.5687299275814333
C;35.7;0.18587016073214935;0.0370024606924515;0.5593692046549155;0.2080733838339457;-0.43632340963776883;-0.09194713221698825;0.010554186916444053;-0.06541080629991036;-0.0859156585343328;-0.09959874790303225;-0.128940993891689;0.020863827830941872;-0.4548054131090069;-0.5296894486670922
C;35.8;0.18667541299729562;0.04515837457322558;0.5493684051859571;0.20667114533443787;-0.44563975268684075;-0.09443451023794003;-0.010832602512063971;-0.07048936885359858;-0.07854323896643223;-0.09492847810977878;-0.1418708986834547;0.016056304367538576;-0.40509080035153033;-0.47962302424437553
C;35.9;0.18974408383948838;0.05487443929531288;0.5404281089814571;0.2055934972323401;-0.4560441039591687;-0.09703929427010394;-0.03350528335927905;-0.07582467975709051;-0.06983365517852391;-0.08952157000412342;-0.1556676124887404;0.01111211569302828;-0.34564450251165013;-0.4216630420563021
C;36.0;0.19481678616782183;0.06587912774754301;0.5324589464077842;0.20483955104653262;-0.46739598037341246;-0.09974023557992195;-0.05722490435859484;-0.08136744781355709;-0.0599734072892133;-0.0834821094196343;-0.17018593013816874;0.006052181862433503;-0.27763852267763056;-0.3567628010725379
C;36.1;0.20175950712458057;0.07805118874147254;0.5254101829149871;0.20441352417660585;-0.4796323272146239;-0.10253029119051149;-0.0818896990057496;-0.08710274079976976;-0.04904174538145867;-0.07685781249494639;-0.18536904158787992;0.0008751596556018093;-0.20156431527476926;-0.2853087742482039
C;36.2;0.21008500724027002;0.09086759646656706;0.519111266515532;0.2043044139043788;-0.49248665640011424;-0.10536721393702608;-0.10705079862060529;-0.0929305606236479;-0.0374037375728129;-0.06984591883978908;-0.2009391805632026;-0.004367818129257461;-0.11971446363627081;-0.20917532287905516
C;36.3;0.21932083383376044;0.10383883623248646;0.5133872444628675;0.2045006272900043;-0.5057118103715084;-0.10821348913070716;-0.1323043469387173;-0.09876398613552695;-0.025399984348341675;-0.06263084309338218;-0.21664988574594624;-0.00963660584561632;-0.03422216163907876;-0.13009150720002793
C;36.4;0.22926315917277051;0.11664655786475464;0.5081860310970114;0.20492454522413706;-0.5190368895255819;-0.11099735897069207;-0.15726701934890386;-0.10449516712581186;-0.013321069571793132;-0.05536463600588348;-0.23223164574154254;-0.0148205478742236;0.05290009566095932;-0.049855896990841586
C;36.5;0.23970808922472608;0.12891589612957244;0.5034791939629262;0.20548023640249458;-0.5321286840831689;-0.11362657714671487;-0.1814449946228187;-0.10997921324297089;-0.0015182495309318256;-0.04822985765439647;-0.24732954380013172;-0.01976646280009131;0.13918981621269566;0.029294079715796784
C;36.6;0.25062332058468684;0.14058915336033895;0.4992433485861252;0.2061025133018619;-0.5448651637313446;-0.11606241946235585;-0.2047339301873876;-0.11518590720910993;0.009912572539031217;-0.041278538528908726;-0.26186146388316667;-0.024426948987000152;0.223880330126363;0.10664807596188197
C;36.7;0.2620096314364453;0.15164091729644547;0.49546269872715776;0.20671668403625798;-0.5571290587273285;-0.11826440550097761;-0.22705546549135036;-0.12008940498436438;0.020890125216020294;-0.034553769030980064;-0.27575933806282205;-0.028752168718865434;0.30627926687450824;0.18154659150109964
C;36.8;0.27348524969118104;0.16151284535451538;0.49207839291379507;0.20727235054068327;-0.5685444737407312;-0.12014585946483614;-0.24774075452763356;-0.12450770136522138;0.03097011819590101;-0.028292225950311334;-0.2885588861380848;-0.032586585254459344;0.3833893513953015;0.2513403999693402
C;36.9;0.28464419417861153;0.16965451822146704;0.4890222703906488;0.20774259489252245;-0.5787686329356898;-0.12163425302904773;-0.26614650189432254;-0.12827174682761822;0.03973401572401514;-0.022720211448922;-0.29981826898945974;-0.035798250411121835;0.45240968558530525;0.3135825952412148
C;37.0;0.2950981459334492;0.17549117073602272;0.48620535291155953;0.20803488452149566;-0.5873820883455263;-0.1226273561875324;-0.28161575953870255;-0.13119711653933663;0.04669800398228929;-0.018088391815449967;-0.30907898868408434;-0.038214737299432144;0.5100651298837953;0.36537603480923764
C;37.1;0.30447457181932114;0.17847084504612987;0.48355694425901774;0.20807619491830742;-0.5939929280375313;-0.12303218238793301;-0.2934989776048198;-0.13310292692365522;0.05140732199335751;-0.014634569796360353;-0.315886038689436;-0.039672704520607116;0.553270507732595;0.40398874908346016
C;37.2;0.3128098118932625;0.17878690407951847;0.48103829008383414;0.2078767199543874;-0.5987066325431449;-0.12288149807868765;-0.3020264361834428;-0.13406947380418544;0.05401096624280122;-0.012292275973344147;-0.3203980395577757;-0.04025359139793494;0.5829186519593463;0.4302621028008531
C;37.3;0.3202697590151833;0.17687605011791607;0.4785883346590456;0.20744065950185853;-0.6017681765203555;-0.12224035146286205;-0.307755760671256;-0.13426997720599587;0.05483556607172346;-0.010900119075838433;-0.3230021672812393;-0.04011473182125336;0.6010722963754489;0.44609880106506594
C;37.4;0.32695995803652256;0.17299719813918824;0.4762766180728164;0.2068761320448722;-0.6033881573264512;-0.12117784574829704;-0.3108757779702671;-0.13377899387727865;0.05413743340797339;-0.010347690421154354;-0.3238197906636051;-0.039360991370940734;0.6093248129717104;0.4529264767152945
C;37.5;0.3330395718274213;0.16751247765766575;0.474175936062343;0.2063036304900887;-0.6038476542346789;-0.11978106554481993;-0.31169849765276325;-0.1327076719355702;0.052256926387732605;-0.010482302981863256;-0.3230584261141427;-0.03813192115660469;0.6098246043461586;0.45267280246670794
C;37.6;0.33854773584047226;0.16067028535134753;0.47213055233523527;0.20563749060728043;-0.6032278686873624;-0.11807038571869422;-0.3106736782425479;-0.13118845062721718;0.0493324457233566;-0.01122381223495239;-0.3210325320827865;-0.036525389837105404;0.6034156356930112;0.44618719097303483
C;37.7;0.34348127903099845;0.1526196816102594;0.46999700117949494;0.20479008286121747;-0.6015497787008677;-0.11605228133835066;-0.30811952005925036;-0.12931346319341586;0.04542770804506269;-0.012528989965025161;-0.31796176932791953;-0.034603562307548685;0.5904498134435272;0.43386718449720263
C;37.8;0.3479607503200244;0.14379725777334418;0.4675953193705702;0.20367204773829606;-0.5990035788770705;-0.11377010742335081;-0.30473699724091574;-0.12728876660967892;0.04081525845339051;-0.014249674387659894;-0.31434056598958815;-0.03252515231510644;0.572654008367941;0.4173678575735025
C;37.9;0.3521016083673749;0.13462979428627797;0.46473438450558113;0.202183668609484;-0.5957689781200521;-0.11126465633618343;-0.30123369360763874;-0.12532027476239094;0.03575579393856643;-0.01624062213118549;-0.31066752574902834;-0.030445680438438316;0.5516836612138292;0.3982853523974903
C;38.0;0.3559758512569675;0.12518727789061934;0.46161266205367113;0.20050391506737064;-0.5919893619952745;-0.10859683849699664;-0.297432570624931;-0.12337286054605379;0.03040502752525498;-0.018447257301886566;-0.3067925295436966;-0.028391762529309084;0.5284598775375855;0.377369143746872
C;38.1;0.3596654451897461;0.11549854506961132;0.4585434884605526;0.19890133801625698;-0.5878388195602895;-0.1058416181517905;-0.29296431421474267;-0.12136264512296968;0.024935918891269893;-0.020820935267899188;-0.30242527018130705;-0.02637288244282976;0.5039992984638211;0.3553997471569872
C;38.2;0.3631673211876345;0.10550982222578309;0.45565124044848915;0.19748921183487322;-0.5833555728116799;-0.10303429485235371;-0.287612770065504;-0.1192344126340128;0.019383502128313523;-0.023352895428617515;-0.29738847004893865;-0.024381504163688117;0.47846366566304255;0.3324833561668399
C;38.3;0.3664760349199061;0.09512529906613576;0.4531071586542694;0.1964119064909564;-0.5785731255866313;-0.1002117373891509;-0.2810597957010863;-0.1169036076619232;0.013768716002129366;-0.026044811043705707;-0.29142992523008804;-0.022392552391366838;0.45192241753274587;0.3086182087738578
C;38.4;0.36968977093917266;0.08458288217051191;0.45105024181617104;0.19582384922680784;-0.5737167309216336;-0.09744271969985041;-0.27337034182172104;-0.11440980037322213;0.00834424156830238;-0.028799587377351443;-0.28458516119233046;-0.020488371889044288;0.4259309568253755;0.28515074820627717
C;38.5;0.3728900448795729;0.07417468855926401;0.4495070394143106;0.19579995121462357;-0.5689971238945937;-0.09478495873213255;-0.2648073957060859;-0.11184568529900751;0.003358275660593435;-0.03151178480976746;-0.277037692181501;-0.01877545284560167;0.40203488972987245;0.26347521926597395
C;38.6;0.3762262840631898;0.06409896737772858;0.44877605461003967;0.19660107109509006;-0.5646812192749895;-0.09232453544460784;-0.25521352857100865;-0.10918645124382031;-0.0009096060511435411;-0.034081430098799714;-0.26865526548810115;-0.017305064154649052;0.38196430477779586;0.2450050484267301
C;38.7;0.37982165600168116;0.05456030625333774;0.44910192548417527;0.1984500510463496;-0.5610170930911043;-0.0901373974577564;-0.24449700325308044;-0.10642500224930806;-0.004199602744931141;-0.03641577057958578;-0.2593588694985063;-0.016132979994469387;0.36733006666691637;0.23107180796797167
C;38.8;0.3835674935381861;0.045561437204435506;0.45022529474364603;0.20117521497076396;-0.5579173133909627;-0.08820481382623235;-0.23298887133096713;-0.10364242803637325;-0.006590055859891919;-0.03851854810208444;-0.24938297257150666;-0.015290350084089965;0.3576512089775328;0.22139449122765598
C;38.9;0.3873226507428549;0.037013309642355274;0.45183521471697574;0.2045479944964006;-0.5552127544756118;-0.08648890301211098;-0.22100716950566834;-0.10090337338925437;-0.008250588495471334;-0.04042122453109265;-0.23894890534179813;-0.014776943529162256;0.351890044316999;0.21521289445577807
C;39.0;0.39085002404666014;0.028952452010524432;0.45342295306064706;0.20822609326702413;-0.5527304757270137;-0.08492525039071053;-0.2091778449300925;-0.09837318529371153;-0.009344773548040308;-0.04216237839379389;-0.228531585978335;-0.014650651539684922;0.34903238111905566;0.21188854122464917
C;39.1;0.39388196223994765;0.021390180637427925;0.45440771430474136;0.21181074989085857;-0.5502526036485325;-0.08343628657065105;-0.198192950535649;-0.09623118369699135;-0.010082056737369172;-0.04379294115387644;-0.21865525940943353;-0.014966645721433025;0.3477843912637333;0.21056982921439982
C;39.2;0.3964424480856512;0.014257317685176574;0.4548513228481994;0.21532177179826384;-0.5477642085040895;-0.08202950803833975;-0.18796773071077055;-0.09442683036407651;-0.01049842816994584;-0.04530793152090595;-0.20923782638853572;-0.015677946292770084;0.34797188652648003;0.21104831373114408
C;39.3;0.3985803489455426;0.007509845643634883;0.45489966171984264;0.21883944178229964;-0.5452959774883013;-0.08071947683123915;-0.1783305590656532;-0.0928885743914627;-0.010591309687120187;-0.04669775200231818;-0.20013899390698775;-0.016731320613941225;0.3496622415053814;0.2132773485277326
C;39.4;0.4002924160478214;0.0010159789558521481;0.45451172686733443;0.22230476786716924;-0.5427623935578012;-0.07950461669903719;-0.1692837923194368;-0.09158269841608302;-0.010463450226627202;-0.04796684544872676;-0.1913313839303128;-0.01807851134618499;0.3522748505347977;0.21675557099621656
C;39.5;0.40159704987531075;-0.005358708492593678;0.45370586282015424;0.2256943909205429;-0.5400956745230925;-0.07838614521131282;-0.16075805272055632;-0.09045351892125097;-0.010206367368715163;-0.049119223657807964;-0.18273596617890364;-0.019657791689869697;0.35530662831446946;0.22100987705902853
C;39.6;0.40222334164190565;-0.011510766247859294;0.4520287134526306;0.2287093991214988;-0.537172832637971;-0.07728224661677441;-0.15331829807783492;-0.08965896934522632;-0.009958845277596495;-0.050216010643652;-0.1748177498418162;-0.021519698225547224;0.35789872530024525;0.22547522826518218
C;39.7;0.4017899174299875;-0.01728169221385123;0.44879112928445863;0.23090765120337498;-0.5338173503749672;-0.07608381710548207;-0.14782850406637493;-0.08945137773817358;-0.009901169822487788;-0.05133446419918286;-0.16827873556473927;-0.023765450321604042;0.3589129259563677;0.22947503490198784
C;39.8;0.4001563627783886;-0.022552777060134588;0.44386372184620626;0.23219379488529057;-0.53002377889052;-0.07473405100454311;-0.1444918039076839;-0.08988124271923326;-0.010078918478180654;-0.05251855454486787;-0.16331875574088217;-0.026389038542349752;0.3581008211112753;0.23277532660647537
C;39.9;0.39715745888823273;-0.02718208305633052;0.4370878568872527;0.23245518989412517;-0.5257861404848132;-0.07316701934038239;-0.14354979664020107;-0.09101345229790425;-0.010540988728571676;-0.053820213482804746;-0.16017615058582857;-0.02939060315183939;0.3551890918265954;0.23512911731110364
C;40.0;0.3925166687495394;-0.0311232457670112;0.42782062552672073;0.23127628581137571;-0.520911025880304;-0.07131678693502685;-0.1458005269516569;-0.09307014234873101;-0.011465145788212894;-0.05527539864599973;-0.15945654086552086;-0.03286759174285292;0.34907802853306436;0.23593137419698706
C;40.1;0.38605417759353244;-0.03437618403161391;0.41557097796157194;0.2283339110795577;-0.5152409872245869;-0.06914498833626226;-0.15186233385421843;-0.09621445318750865;-0.012994600204246254;-0.05689670288560933;-0.16161215818739905;-0.03688993314478273;0.3389043615340519;0.23471439782227677
C;40.2;0.37738699648568064;-0.03685891605900249;0.3995585083512605;0.22312149189180275;-0.508539319392316;-0.06654700083984455;-0.1626691862082339;-0.10071534998492382;-0.015360913564501644;-0.05875970474123271;-0.1673805459482205;-0.04156715657228238;0.32321463212319657;0.23061126304428825
C;40.3;0.3661829331817863;-0.03850381392468183;0.37905542957335214;0.21516923547095246;-0.5005899929346302;-0.06343698403642284;-0.17910691272258106;-0.10682655207336289;-0.018769137618717124;-0.060920613557412295;-0.17745056321717723;-0.04700876076825811;0.30072766284569497;0.22289727417030036
C;40.4;0.35270649905310547;-0.03931952289748164;0.3546743902856129;0.20483583666978777;-0.491596269500306;-0.05985954398893867;-0.20051277214141905;-0.11432529523831114;-0.02308433234087026;-0.06334246681998756;-0.1913256402066863;-0.05307299213971284;0.2724090193094426;0.21201023567799737
C;40.5;0.3373479327351747;-0.03932106662443502;0.327402803432971;0.19270597221399566;-0.4818727483186489;-0.05587395564438946;-0.22576328244375077;-0.1228508616290167;-0.028098286112832938;-0.06598965523538247;-0.20817956175747998;-0.05953387296282697;0.23970971908580907;0.19855786727143254
C;40.6;0.32057496609099756;-0.038574400971644884;0.29800592699178274;0.1792580798649137;-0.4716963536018852;-0.051611388937212066;-0.25409267325564855;-0.13214609133343735;-0.033562518375388706;-0.0687310965995529;-0.22737404054877564;-0.06627485760032004;0.20432413743627365;0.18363976306332574
C;40.7;0.3029425842841449;-0.03715904772206535;0.2674392547230564;0.16508724071265757;-0.46140267646824995;-0.04722186171421372;-0.28451354249067506;-0.14188589296431964;-0.039180902525824735;-0.07142217421826658;-0.2481002516180486;-0.07314342865331236;0.16826210554245336;0.16851943602331687
C;40.8;0.28456402962577654;-0.03505766230930707;0.23624651650336226;0.1504911908248978;-0.4511456940028289;-0.04267804786945506;-0.31633588827721937;-0.15185281527401173;-0.04491311646731333;-0.07411754697768558;-0.2699113759442575;-0.07996571480283476;0.13186695501251933;0.15304898087850205
C;40.9;0.2654722789406927;-0.03224832351233076;0.20474905583690983;0.13563762882412078;-0.441014363197592;-0.03794197297731694;-0.34913281325606604;-0.1619125514649511;-0.05076362487237063;-0.07687707549194833;-0.2925569243655497;-0.08662069134896555;0.09517633460475494;0.13696735732770193
C;41.0;0.24590370553091123;-0.02871738014806713;0.17385828594966846;0.12103745431252833;-0.4312676516987679;-0.032996588027136564;-0.3817694452692457;-0.17170994402763995;-0.05662421578514376;-0.0797562255472215;-0.31526590772634044;-0.0928443573042701;0.05899623201121429;0.12026894166152502
C;41.1;0.2260631688536403;-0.02445157625314298;0.14442472660748784;0.10716155409661443;-0.42214472494759114;-0.027816041126352165;-0.4131627326888534;-0.1809098273721439;-0.06240661114663126;-0.08282035854168512;-0.3373105836789785;-0.09838136661835595;0.02399670068056281;0.10286932422618023
C;41.2;0.20635181646091416;-0.01954102806237845;0.1167200223072804;0.0942248677570543;-0.4138040681673463;-0.022567700432994275;-0.44319078742041285;-0.1894596753611264;-0.0678938397270521;-0.08588173178426572;-0.358485778990012;-0.10328262885932205;-0.008386058234417959;0.0860851981303341
C;41.3;0.1872975297603161;-0.014106489112331921;0.09101516841559665;0.08246238632587577;-0.406432431208529;-0.017485249064462582;-0.47182162615931844;-0.19732789614334578;-0.07279186979714858;-0.08866913737242577;-0.3785895563364008;-0.10764846394215022;-0.03622029065050114;0.07176517077948219
C;41.4;0.16909244839076232;-0.008232084679179685;0.0671911132795806;0.07183164408580467;-0.40005884584920537;-0.012677682107158805;-0.499288245480642;-0.20458885036440932;-0.0770137643357458;-0.09105603717988231;-0.39770894244298205;-0.1115814473475254;-0.05894243732449311;0.06070121056189848
