Condicao;Tempo_s;Ch1_HbO;Ch1_HbR;Ch2_HbO;Ch2_HbR;Ch3_HbO;Ch3_HbR
D_postura;3.4;-0.014989713737128577;0.017847764443501852;-0.04676983021701867;-0.010024693177610974;-0.05686062874820289;0.014483799273850906
D_postura;3.5;-0.010597233141035408;0.017218661944158924;-0.045162836313078714;-0.011906600062316253;-0.054075978091172296;0.0147420650947363
D_postura;3.6;-0.006002292285198034;0.016496915909420668;-0.04343549873917022;-0.01379851450197663;-0.050853924158358176;0.015060377284940104
D_postura;3.7;-0.0012375929173641016;0.015662867297146017;-0.04159520821121987;-0.015704413639186694;-0.04716924745575094;0.015449016207476221
D_postura;3.8;0.003702103118955099;0.014714873717737387;-0.03963145571597456;-0.017620772681110692;-0.04304967551033201;0.015895176734586663
D_postura;3.9;0.00882570531400854;0.013654762464481903;-0.03753582268683431;-0.019552075309311984;-0.038542739260882065;0.016380771824073232
D_postura;4.0;0.01409309624700228;0.012499692846036211;-0.03527663878439805;-0.021474208775680886;-0.03374344594469155;0.016896250598932145
D_postura;4.1;0.019469714704152114;0.011270846570371473;-0.03281450285794681;-0.023364321643002988;-0.028756116239517127;0.017428927061788297
D_postura;4.2;0.024916672798041144;0.009967674381901936;-0.030149547473089438;-0.025289962300731217;-0.02364991147981854;0.017973081843385863
D_postura;4.3;0.03039634119087964;0.008588235006987613;-0.02728191232660393;-0.026985723240194732;-0.018480977731735255;0.018525416497772024
D_postura;4.4;0.03595450987255333;0.007127037037259883;-0.024197150075149665;-0.0280030100805219;-0.013255715512810204;0.019065136814864953
D_postura;4.5;0.04165925020469411;0.0055733521042777845;-0.020883716237024192;-0.030689797976974464;-0.007953021076031538;0.019568481223345053
D_postura;4.6;0.047547476309209934;0.003941071213069562;-0.017291444448651088;-0.03566536486455411;-0.0025718178067547135;0.020020374214867243
D_postura;4.7;0.0536625595913911;0.002249031525798214;-0.013355883269563643;-0.0325820544803667;0.0028942895630213647;0.020404811470218515
D_postura;4.8;0.060025476519386466;0.0004950865065240043;-0.009059034562206136;-0.024392809186839504;0.008466241615286899;0.020710531888138945
D_postura;4.9;0.0666418391894273;-0.0013199329365050083;-0.004383540848908278;-0.055983913772200466;0.014154937975935885;0.020929483571715313
D_postura;5.0;0.07355757426074543;-0.003195793050105052;0.0007098298558100661;-0.030682594136029657;0.01997719600033439;0.021043080090298982
D_postura;5.1;0.08081630192718829;-0.0051368382685907195;0.006247132385021577;-0.03985680594287929;0.025951824845944788;0.0210340494460306
D_postura;5.2;0.0884224668311333;-0.007115770988174323;0.012285457158139224;-0.043539672786156926;0.03204111354365343;0.020894199525045416
D_postura;5.3;0.09637791506989994;-0.009099541915350043;0.018885102538813925;-0.04580294731045065;0.03820297121699904;0.020619271420830643
D_postura;5.4;0.10466156209310877;-0.011088227273989837;0.026018013175998316;-0.04604829014541608;0.04443846053992928;0.02021553011182764
D_postura;5.5;0.11324481183744221;-0.013082912826499685;0.03364111205081125;-0.04798737637806886;0.05075365533750542;0.019693565820768495
D_postura;5.6;0.12214832867385657;-0.015086215951407725;0.041736504505934136;-0.051547932991702204;0.05719330663951302;0.019062258071781486
D_postura;5.7;0.13139703620133147;-0.017108835920817873;0.05027398183971717;-0.05154759356300557;0.06381685302698514;0.018330404966580744
D_postura;5.8;0.1410048267510895;-0.019129929304290583;0.059269186638406524;-0.04929617824808704;0.07063495343722319;0.01750275353541249
D_postura;5.9;0.15098716551860272;-0.021127951445186827;0.0687485631170605;-0.06371415478345721;0.0776569207619886;0.016583884397162702
D_postura;6.0;0.16131781838364154;-0.02311746345074628;0.07866298609876547;-0.05582649107476131;0.08489799932815838;0.015576748212333088
D_postura;6.1;0.1719509638722485;-0.02511998144514867;0.08894747269969017;-0.05969893809309649;0.09236593294611477;0.014485859979866808
D_postura;6.2;0.1828700809321179;-0.027172433928032442;0.09955608063690846;-0.05998065820390167;0.10011143386036518;0.013324526004384976
D_postura;6.3;0.1940521480333525;-0.02932293734111413;0.11042397828871486;-0.07079363542313362;0.10819265050195526;0.012108652980773757
D_postura;6.4;0.20544842974587615;-0.03159287824993884;0.1215043201135219;-0.06524170478870439;0.1166232257129387;0.01085879534259071
D_postura;6.5;0.2170162583237006;-0.03399913580084905;0.13276020367479546;-0.06974690122720102;0.12541721143227136;0.00959709861659593
D_postura;6.6;0.22869086662538152;-0.036503173914116616;0.14408302525529018;-0.07312489108203486;0.1345819455337285;0.00837532233614994
D_postura;6.7;0.24040872619476636;-0.039362343357477236;0.15537124788061382;-0.07617013404526347;0.1441102867233255;0.007083840991885785
D_postura;6.8;0.25217588967813853;-0.04303394129558883;0.16658686969645586;-0.07886109242539097;0.15404997547944768;0.005509338013529448
D_postura;6.9;0.2640196964368056;-0.04543297484694738;0.17771118522778373;-0.08199515729510454;0.16445286257932304;0.004746655083997482
D_postura;7.0;0.27595918728351165;-0.0459810553653052;0.1888024106453159;-0.08530740932231524;0.17530485495411932;0.005084776749584889
D_postura;7.1;0.2880219852556607;-0.054086702648957395;0.19995116011817102;-0.08882540565618946;0.18659371495359642;0.001642420204616209
D_postura;7.2;0.3002223806540651;-0.06705111360886984;0.2111914801745609;-0.09320072840502336;0.19829008492408917;-0.004203213245083474
D_postura;7.3;0.31255809328448453;-0.04394637959484301;0.2225480764608907;-0.095325431821764;0.21035132528707123;0.0087083012223923
D_postura;7.4;0.3250403839489806;-0.07291407921635436;0.2340520754511335;-0.09433011991533606;0.22282752090905333;-0.0052146233756388645
D_postura;7.5;0.33767182572412224;-0.07071063761057632;0.2457095925432089;-0.104063715689742;0.23576859802863362;-0.0028716136740496445
D_postura;7.6;0.3504035571784729;-0.07378051833135542;0.2575269647137996;-0.12057825120586714;0.2491595975018844;-0.0031056455352498347
D_postura;7.7;0.36318053458378685;-0.07829338615807495;0.2695131548567815;-0.08372547475520054;0.2629659650001723;-0.0039245806441825515
D_postura;7.8;0.3759481033313345;-0.08460192818672836;0.2816031584345347;-0.12309319516299855;0.27706730908407806;-0.0055492166203684095
D_postura;7.9;0.38865268734053987;-0.09014066811875969;0.2937290650052861;-0.1162704860047646;0.29129684138711553;-0.0067133178314802144
D_postura;8.0;0.4012933175602657;-0.09519259180126327;0.30589641689361297;-0.11683026835494299;0.30553913283115125;-0.007621794345496961
D_postura;8.1;0.4138779677829376;-0.1005767307891053;0.3181072915998235;-0.11914410843517098;0.3196780671661455;-0.008762310645641591
D_postura;8.2;0.4264031414424174;-0.1059941674660007;0.3304098395961847;-0.12372640993895397;0.33356092399688936;-0.01004950593290784
D_postura;8.3;0.43885957971597495;-0.11125937290858512;0.3428524358986695;-0.12683103237936;0.34706728146786264;-0.011439230948119347
D_postura;8.4;0.45119297874078396;-0.1163975965420793;0.35534925847680005;-0.12897222744406847;0.3600816041036398;-0.012982696244310107
D_postura;8.5;0.4633181288727357;-0.12141778202712428;0.36776302558544377;-0.13148232745569155;0.3725186274951386;-0.014698106379112582
D_postura;8.6;0.47515240912881157;-0.12637083879223412;0.3799551675117492;-0.13410745818612968;0.38443981053561654;-0.01656315546228611
D_postura;8.7;0.4866010906532641;-0.13132904639593446;0.3917525984184505;-0.13676981625623896;0.3959399982879764;-0.018549205049557187
D_postura;8.8;0.4975309951713041;-0.13635016743304865;0.4029798936798989;-0.13964185600115084;0.4071128808180724;-0.020601681606275363
D_postura;8.9;0.507822054630522;-0.1414817579317429;0.41349090513002434;-0.14282010358473798;0.4180562091203856;-0.022663367177979083
D_postura;9.0;0.5173683413406138;-0.1467616268107735;0.42309829617571637;-0.1464105616158303;0.42875136717760637;-0.02473375410941081
D_postura;9.1;0.5260795865922011;-0.15220929105354508;0.43164384768830527;-0.15049697054421282;0.4391501996102865;-0.02682024000334356
D_postura;9.2;0.5339704967798143;-0.15780788768182852;0.4391319205999255;-0.15504926555303297;0.4492286173783751;-0.02893987947470622
D_postura;9.3;0.5410851050499303;-0.16353255895764454;0.44560309389128133;-0.160007388262516;0.4589615087558248;-0.031115391581835034
