Condicao;Trial;Tempo_s;Ch1_HbO;Ch1_HbR;Ch2_HbO;Ch2_HbR;Ch3_HbO;Ch3_HbR;Ch4_HbO;Ch4_HbR;Ch5_HbO;Ch5_HbR;Ch6_HbO;Ch6_HbR;Ch7_HbO;Ch7_HbR;Ch8_HbO;Ch8_HbR
A;1;-18.5;-0.5427547141718652;0.18471873180213683;-0.4670929525892511;0.2566460219023181;-0.22249739994306417;0.09372268227509206;-0.31882867287567684;0.19249577538488793;-0.38426911262500774;0.05916998531852613;-0.3350083667218806;0.21760202464660505;-0.6415813131901542;0.20603626981049894;-0.6925445000060328;0.19990769608439374
A;1;-18.4;-0.5369402068745481;0.18172875020212498;-0.46636550687249567;0.259685967530801;-0.22090599429739477;0.09337232480898994;-0.31551515498894567;0.1948107984005003;-0.3816717487962311;0.060021627463885174;-0.3314400822719943;0.21983198333458986;-0.6392654708778203;0.20819768306409303;-0.6883409061655765;0.2049254918806218
A;1;-18.3;-0.5312436168377408;0.17867797955771492;-0.4655215553098575;0.26256713180215163;-0.21932604623001417;0.0930021784717443;-0.31230392195478807;0.19706638510927732;-0.37906609166920724;0.060898932699907427;-0.32800345607062376;0.22206616618848418;-0.6368157570459063;0.21040575529661742;-0.6843118971737105;0.20988474249274702
A;1;-18.2;-0.5257017929954069;0.17556554803786995;-0.46455682960305467;0.2652527048663549;-0.21776540615902285;0.0926094541770972;-0.3092289806110502;0.1992397451066581;-0.3764591532944763;0.061798999060215465;-0.32473543922593073;0.22428805518661488;-0.6342428845641468;0.21265849818735472;-0.6804918871129981;0.21476614444627762
A;1;-18.1;-0.5203509547755134;0.17238657381018108;-0.46346242479876665;0.26770594609849985;-0.216232114801036;0.09219312195341267;-0.3063264739244005;0.20130707192599484;-0.37385526725609;0.0627201953620542;-0.3216725214544516;0.22647753708529983;-0.6315544428012458;0.21495796698568936;-0.6769154376114885;0.2195512787900582
A;1;-18.0;-0.5153142124863779;0.16918001457010723;-0.4622720778540881;0.26981042412814116;-0.21475720193837233;0.09172668139089701;-0.3036861312984467;0.20321803411002248;-0.3713111349780007;0.06364174317852545;-0.31895095636528303;0.22863164495587718;-0.6288268560560706;0.21726657247232817;-0.6737017777480023;0.22417724602287414
A;1;-17.9;-0.5106990443018908;0.16598858687992113;-0.461024066977906;0.2714637664852142;-0.21336630141486168;0.0911832208298975;-0.3013818495632732;0.20492976479151892;-0.36888136911356284;0.06454214289450011;-0.3166911223016866;0.23075343407602222;-0.6261322509800316;0.21954077567955643;-0.670952964034762;0.2285851561340042
A;1;-17.8;-0.5066498276866094;0.16284934286304065;-0.45975240623704394;0.2725336259158353;-0.21210031527673756;0.09053622457825394;-0.2995221696635877;0.206382984414196;-0.36662801495421427;0.06539972471612465;-0.3150471099536194;0.23283282348003898;-0.623562285044474;0.22174927271436573;-0.6688080518770168;0.23270917676751157
A;1;-17.7;-0.5032985989364116;0.15979923194332724;-0.45848926597591166;0.27289674868960034;-0.2109949634040813;0.08975991965722496;-0.29820591716134537;0.207523148316342;-0.36460929815487475;0.06619351712352284;-0.31416309173227486;0.23486207709694717;-0.6211997406186986;0.22385851650675015;-0.6673946114206801;0.23648527562501842
A;1;-17.6;-0.5005878794017651;0.15683318780469557;-0.4572286157058709;0.2726006601019244;-0.21002863241582936;0.08886046795353142;-0.29738710442747607;0.20836558882595346;-0.36280295607086543;0.06692535566062396;-0.3139775111914602;0.23683865684173533;-0.6190111686644038;0.22586002215852652;-0.6666485192039673;0.23992630580679064
A;1;-17.5;-0.4984118199582195;0.15393067510847125;-0.455953045057786;0.2717404075046699;-0.20916831852700746;0.0878550238339626;-0.2969836589570374;0.2089432794511814;-0.36116356263491944;0.06760417840131527;-0.3143702983074368;0.23875701962496;-0.6169368252289811;0.22775924658833047;-0.6664544770156535;0.24307058232319
A;1;-17.4;-0.49666405484775833;0.15108754026538262;-0.4546474507427085;0.27039655165596876;-0.208369118125745;0.08675159019125633;-0.29691138994177546;0.20929034738859187;-0.359653963416271;0.06823488594786653;-0.315244921793556;0.24062625986100716;-0.6149022375772546;0.22953598925647523;-0.6667052420998623;0.24593423450120033
A;1;-17.3;-0.4952112934618187;0.14829413006975312;-0.4532918983635703;0.2686739791796846;-0.20757818440913844;0.08556255493253317;-0.2970654039132157;0.20945098392948225;-0.3582259713280802;0.06882536749885393;-0.31647575398272476;0.24245641685420694;-0.6128173213484951;0.2311732242173563;-0.6672662744896796;0.24854431945510935
A;1;-17.2;-0.49402225284327805;0.14553896695541857;-0.45188443989365545;0.26661103913812534;-0.20679321364278103;0.08429816829833392;-0.2974202545983742;0.20943177449078343;-0.356861910152908;0.06937738721994702;-0.31800890717651153;0.24423261107332284;-0.6106801812001512;0.2326814898644849;-0.6680908909195988;0.2509226690824602
A;1;-17.1;-0.49308971783325717;0.14281650140568125;-0.4504267596718474;0.26422348314113187;-0.20601850835952895;0.08296458752677793;-0.2979691922054286;0.20923075374706324;-0.35555431934750814;0.0698899361919576;-0.3198185976071395;0.24593992963414113;-0.6085018387492527;0.23406762405771975;-0.6691573772997286;0.25307985318664983
A;1;-17.0;-0.492341349048397;0.14010357593528067;-0.44891004571169724;0.26158936199613425;-0.2052422425024556;0.08158014985986295;-0.2986558664660999;0.20886924319125466;-0.3542675987666879;0.07036976963469677;-0.32180197863136595;0.24756179216022733;-0.6062607801557442;0.23535157501587678;-0.6703763576037023;0.25505908445664627
