Condicao;Tempo_s;Ch1_HbO;Ch1_HbR;Ch2_HbO;Ch2_HbR;Ch3_HbO;Ch3_HbR;Ch4_HbO;Ch4_HbR;Ch5_HbO;Ch5_HbR;Ch6_HbO;Ch6_HbR;Ch7_HbO;Ch7_HbR;Ch8_HbO;Ch8_HbR
B;-20.0;1.0065464336039733;0.04613785027936235;0.9338424683286712;0.07097234377817596;0.7655776450426544;0.046371615741488625;1.5904918202906568;0.4950295929389714;0.8611919841568998;0.44198865161717915;1.3600920387737068;0.6738726766133842;0.9795330356281342;0.16870118194318628;1.2707987764378599;0.2640748331867302
B;-19.9;1.0022819926205928;0.0439503309091096;0.9280981247878577;0.06687387720935867;0.7629898643365447;0.04501306603443744;1.600814173432894;0.49849063061143317;0.8681858420413597;0.44416353511021445;1.3727517778554734;0.6800814658097569;0.9789066990898094;0.16921812737869946;1.2724334107404163;0.2634801718877835
B;-19.8;0.9971258843796544;0.04185459423243909;0.9214662570550933;0.06282311530254603;0.7597926217856656;0.043549327221687584;1.6113024083321985;0.5026342261811854;0.8751124965505319;0.44647553764776937;1.3850229046114775;0.6864329789065304;0.9785237369884419;0.1704629507392461;1.2745047621684726;0.2635306417851879
B;-19.7;0.9912521836882853;0.03982964710300685;0.914151601523133;0.05886022178192274;0.7560366762057633;0.04196328748135958;1.6215970357760225;0.5071261679177956;0.881786642109911;0.4487731800164658;1.3967940267426027;0.6928112145820751;0.9781286896171366;0.17218622081641666;1.2767095877591261;0.26400858365415747
B;-19.6;0.9848827184334459;0.03784245372058059;0.9064111163540511;0.05503444722814255;0.7517582031342016;0.040218343039886584;1.6311360136563042;0.5114618496750367;0.88789517770355;0.4508142826223711;1.40792745777444;0.6990821745990692;0.9773066816523475;0.17403127642429972;1.2785736552122549;0.26459811249644805
B;-19.5;0.9781514243625029;0.03590750915502827;0.8983730208280818;0.05138514315643583;0.7470049334414881;0.038309687570890816;1.6396535213523054;0.5154077189269595;0.8933178536272601;0.4525072365724787;1.4184334554268156;0.7052442759581017;0.9759267132166682;0.17589947636879;1.2799172046382683;0.26519282171038494
B;-19.4;0.9712045505727529;0.03404197225564598;0.8901706924200425;0.04795556764504916;0.7418165375943726;0.036226314902708445;1.6468112975790592;0.5186741441459151;0.8978888297825689;0.4537323120742238;1.428337149286949;0.711313793527983;0.973804138130272;0.17767338175909408;1.2805020777177738;0.2656634376795015
B;-19.3;0.9642261453079914;0.03218894952823437;0.8820586007516908;0.044773496309892025;0.7362787457008988;0.033959464073913814;1.652376873807233;0.5210028054460913;0.9014980588884489;0.45436003200100394;1.4374421323417779;0.7170692217276682;0.970760330296061;0.1790471768183446;1.2801124405493276;0.26577620907981103
B;-19.2;0.9573671105660333;0.03029485753519534;0.8742622615625084;0.041857256051960334;0.7304984922267295;0.031518149797490125;1.6563038130079133;0.522284925497237;0.9041537290549373;0.4543367925154289;1.445563580517037;0.7222866115510405;0.9667675899593613;0.1797940399007132;1.2786929045497955;0.26537506683994483
B;-19.1;0.9508572414266174;0.028300011974137895;0.8670760401822628;0.039245450728147446;0.7245470552343782;0.02887701302754575;1.658158565830735;0.5220927811757785;0.9056173231127449;0.45345032893332515;1.4524954426026597;0.7267444258443447;0.9614538356434252;0.17950235991020325;1.2758231392931627;0.264123977531705
B;-19.0;0.9449063152126067;0.026145099968085006;0.8607736862274988;0.03697063528282474;0.7185008127259263;0.026016985096052103;1.6575921918626686;0.5200713026077253;0.9057009948403385;0.4515196055822308;1.458048755826931;0.7302313978629251;0.9545273720672371;0.17780523113367863;1.2711691291986709;0.26173089930413695
B;-18.9;0.9395174129229655;0.02388548873094365;0.8553332691613456;0.035043174393714516;0.7124697535976061;0.02299742153247486;1.6549716813081798;0.5165146603262523;0.9046899014299994;0.4487285155461951;1.4623758631636874;0.732837858854718;0.9463993087791884;0.17496136562318565;1.2651208170186656;0.2584090076963097
B;-18.8;0.9346533629774711;0.02161486370073984;0.8506571499212487;0.033473806024026054;0.7065637851589717;0.01989288923674426;1.6507673508186969;0.5118201466135783;0.9029395696987654;0.4453287748119852;1.4657369322220326;0.734757181000119;0.9375763788483713;0.1713672868702636;1.2581640838812707;0.25447062847995916
B;-18.7;0.9302260054451876;0.019382821500608216;0.8466355401350869;0.032245005217329314;0.7009080006802098;0.016785932685860594;1.645706222541496;0.5065949141780846;0.9009479512602914;0.44163218889686284;1.4683399687344019;0.7361107979625898;0.9288279013236762;0.16746986477202253;1.2510752784304415;0.2503201315394019
B;-18.6;0.9261173460027408;0.017254571737402635;0.8431169919589898;0.03133537204660897;0.6956326480158133;0.013770601420787898;1.640619829217247;0.501539567613801;0.8992815107954;0.4380031686151895;1.4704393656202517;0.7370603750063602;0.9210214637569765;0.16380271182037642;1.2447323114564188;0.2464319109244144
